Expression,Unknown,Mean_C,SD_C,N,Min,Max
left hand doesn't know what the right hand is doing,0,1.7,0.8232726023485646,10,1,3
left handed thread,3,3.4,1.2649110640673518,10,1,5
left hander,2,3.8,1.0327955589886444,10,2,5
left hanging in the air,0,1.9,1.1005049346146119,10,1,4
left hemisphere,0,3.7,1.3374935098492586,10,1,5
left holding the bag,1,3.3,1.3374935098492586,10,1,5
left in the dark,0,2.6,1.8973665961010275,10,1,5
left in the lurch,1,1.8,1.0327955589886444,10,1,4
left luggage,0,3.3,1.4181364924121764,10,1,5
left luggage office,6,3.8,1.398411797560202,10,1,5
left of center,1,3.1,1.3703203194062976,10,1,5
left of centre,1,2.7,1.4944341180973264,10,1,5
left out,0,2.5,1.5811388300841898,10,1,5
left out in the cold,0,2.2,1.6193277068654826,10,1,5
left over,1,3.2,1.3165611772087666,10,1,5
left overs,0,4.2,1.0327955589886444,10,2,5
left side,2,3.8,1.398411797560202,10,1,5
left standing,0,1.9,0.7378647873726218,10,1,3
left to my own devices,0,2.4,1.3498971154211057,10,1,4
left to one's own devices,1,1.411764705882353,0.6183469424008423,17,1,3
left to your own devices,0,1.7,1.1595018087284057,10,1,4
left turn,0,4,1.0540925533894598,10,2,5
left wing,0,2.272727272727273,1.555050423035156,11,1,5
left-hand,0,4.8,0.4216370213557839,10,4,5
left-hand drive,3,4.1,0.8755950357709131,10,3,5
left-handed,1,3.8333333333333335,1.5048939771136507,18,1,5
left-handed compliment,1,2.1818181818181817,1.4012980994907414,11,1,5
left-luggage office,2,3.5,1.1785113019775793,10,1,5
left-wing,2,2.7777777777777777,1.3956046783744505,18,1,5
"left, right and center",0,2.5833333333333335,1.3113721705515067,12,1,5
"lefty loosey, righty tighty",0,2.7142857142857144,1.489892687336984,14,1,5
leg bone,0,4.5,0.8498365855987975,10,3,5
leg break,3,4.1,0.8755950357709131,10,3,5
leg covering,0,4,1.4907119849998598,10,1,5
leg curl,1,3.3,1.4944341180973264,10,1,5
leg curling,2,3.8181818181818183,1.1677484162422844,11,1,5
leg exercise,1,4.2,1.0327955589886444,10,2,5
leg irons,2,4,1.4907119849998598,10,1,5
leg it,1,1.9,0.9944289260117533,10,1,4
leg man,3,2.8,1.6193277068654826,10,1,5
leg of lamb,1,4.2,1.4757295747452437,10,1,5
leg out,1,2.6,1.2649110640673518,10,1,5
leg room,0,4,0.9428090415820634,10,3,5
leg spinner,6,2.909090909090909,1.1361818036340359,11,1,5
leg up,0,3,1.699673171197595,10,1,5
leg warmer,1,4.578947368421052,0.837707816583391,19,2,5
leg warmers,1,4.363636363636363,1.2060453783110545,11,2,5
leg work,0,1.7,0.8232726023485646,10,1,3
legacy system,0,2.4,1.3498971154211057,10,1,5
legal action,0,2.2,1.1352924243950935,10,1,4
legal advice,0,3.4545454545454546,1.694912172570388,11,1,5
legal age,0,2.1,1.3703203194062976,10,1,5
legal aid,0,4.2727272727272725,1.1037127426019047,11,2,5
legal aide,0,3.7,1.4181364924121764,10,1,5
legal assistant,0,3.8666666666666667,1.3020130933435712,15,1,5
legal beagle,6,3.5,1.1785113019775793,10,2,5
legal blindness,1,3.2,1.2292725943057183,10,1,5
legal community,0,2.9,1.728840330651992,10,1,5
legal counsel,0,4.2,1.0327955589886444,10,2,5
legal document,0,4.4,0.9660917830792959,10,2,5
legal duty,0,2.6,1.577621275493231,10,1,5
legal eagle,2,2.466666666666667,1.3557637102737474,15,1,5
legal expert,1,4.1,1.1005049346146119,10,2,5
legal fee,0,3.8,1.2292725943057183,10,2,5
legal fraud,3,2.25,1.1381803659589922,12,1,4
legal guardian,0,3.5,1.8408935028645435,10,1,5
legal high,4,2.5454545454545454,1.3684762594679065,11,1,5
legal holiday,1,3.8,1.1352924243950935,10,2,5
legal instrument,0,3.6,1.505545305418162,10,1,5
legal issue,0,2.8461538461538463,1.214231845389905,13,1,5
legal jointure,0,2.8,1.1352924243950935,10,1,5
legal name,1,2.8,1.398411797560202,10,1,5
legal opinion,0,3,1.3416407864998738,11,1,5
legal pad,3,3.727272727272727,1.2720777563426766,11,1,5
legal power,0,1.8,1.1352924243950935,10,1,4
legal principle,0,1.9,1.1005049346146119,10,1,4
legal proceedings,1,3.6,1.3498971154211057,10,1,5
legal profession,0,3.6,1.1737877907772674,10,2,5
legal relation,2,3.5,1.1785113019775793,10,2,5
legal representation,0,2.5454545454545454,1.572490786213793,11,1,5
legal representative,0,4.1,1.1972189997378648,10,2,5
legal right,0,2.6,1.505545305418162,10,1,5
legal separation,0,2.9,1.286683937707919,10,1,4
legal status,1,2.8,1.3165611772087666,10,1,5
legal support,0,3.2,1.4757295747452437,10,1,5
legal system,0,2.7,1.2516655570345725,10,1,5
legal tender,0,3.3,1.4181364924121764,10,1,5
legal transfer,0,3.3,1.3374935098492586,10,1,5
legal-size,0,2.8,1.7511900715418263,10,1,5
legally binding,2,2.1538461538461537,1.1435437497937313,13,1,5
legend in one's own lifetime,3,2.4,1.3498971154211057,10,1,5
legend in one's own lunchtime,7,1.7,1.2516655570345725,10,1,5
legendary creature,0,2.3,1.2516655570345725,10,1,5
legged stool,1,4.375,1.3601470508735443,16,1,5
legionnaire's disease,3,4.090909090909091,0.9438798074485389,11,3,5
legionnaires disease,2,3.8,1.398411797560202,10,1,5
legionnaires' disease,1,3.3,1.1595018087284057,10,2,5
legislative act,0,4.1,0.9944289260117533,10,2,5
legislative assembly,1,3.6363636363636362,1.3618169680781094,11,1,5
legislative body,1,3,1.4142135623730951,11,1,5
legislative branch,1,2.5,1.0801234497346435,10,1,4
legislative council,1,4,1.3333333333333333,10,1,5
legitimately concerned,1,1.8181818181818181,1.1677484162422844,11,1,5
lego brick,1,4.9,0.31622776601683794,10,4,5
lego set,0,5,0,11,5,5
leiden jar,7,4.3,1.3374935098492586,10,1,5
leisure centre,2,4.2727272727272725,1.2720777563426766,11,2,5
leisure market,4,3.5,1.2692955176439846,10,1,5
leisure suit,1,4,1.0540925533894598,10,2,5
leisure time,1,2.5,1.4337208778404378,10,1,5
leisure traveller,0,3.3636363636363638,1.2862913567871994,11,1,5
leisure visitor,1,3.6363636363636362,1.3618169680781094,11,1,5
leisure wear,0,3.8181818181818183,0.9816498172140428,11,2,5
lemon balm,2,4.2,1.3165611772087666,10,1,5
lemon butter,0,4.5,0.5270462766947299,10,4,5
lemon cheese,4,4,1.1547005383792515,10,2,5
lemon chiffon,0,4.363636363636363,0.9244162777371754,11,3,5
lemon curd,1,4.3,1.3374935098492586,10,1,5
lemon drop,0,3.5454545454545454,1.2135597524338357,11,1,5
lemon extract,0,4.545454545454546,0.6875516509523286,11,3,5
lemon grass,1,4.764705882352941,0.4372373160976031,17,4,5
lemon juice,0,4.7272727272727275,0.6466697906828632,11,3,5
lemon meringue pie,0,4.705882352941177,0.985184366143778,17,1,5
lemon oil,0,4.7,0.48304589153964794,10,4,5
lemon peel,0,4.7,0.6749485577105528,10,3,5
lemon rind,1,4.2,1.3165611772087666,10,1,5
lemon sole,2,4.4,1.3498971154211057,10,1,5
lemon squeezer,0,4.7,0.48304589153964794,10,4,5
lemon tree,0,4.6,0.8432740427115678,10,3,5
lemon wedge,0,4.6,0.699205898780101,10,3,5
lemon yellow,1,4.5,1.2692955176439846,10,1,5
lemon zest,1,4.7,0.48304589153964794,10,4,5
lemonade mix,1,4.2,0.9189365834726815,10,2,5
lend a hand,0,2.272727272727273,0.7862453931068965,11,1,3
lend an ear,0,2.5,1.6499158227686108,10,1,5
lend credence,3,2.3,1.3374935098492586,10,1,4
lend itself,2,2,1.0954451150103321,11,1,4
lend itself to,3,2.2,1.398411797560202,10,1,5
lend me your ear,0,1.9,1.3703203194062976,10,1,5
lend oneself,0,2.1,0.9944289260117533,10,1,3
lend oneself to,1,2,1.1547005383792515,10,1,4
lend out,1,2.3636363636363638,1.6292775867068985,11,1,5
lend support,0,2.6,1.3498971154211057,10,1,4
lend to,0,2.6,1.7126976771553504,10,1,5
lending library,2,3.909090909090909,1.3751033019046572,11,1,5
lending practice,2,2.2,1.2292725943057183,10,1,5
lending rate,0,2.6,1.429840705968481,10,1,5
length and breadth of,0,3.1,1.5238839267549948,10,1,5
length of service,0,2.6363636363636362,1.433368568981982,11,1,5
lens cap,0,4.545454545454546,0.8201995322647244,11,3,5
lens capsule,1,4.6,0.699205898780101,10,3,5
lens cover,0,4.7,0.48304589153964794,10,4,5
lens hood,2,3.8181818181818183,1.3280197150781925,11,1,5
lens implant,3,4.222222222222222,1.0602749674192764,18,2,5
lens maker,1,4.5,0.7071067811865476,10,3,5
lens of the eye,2,4.4,0.9660917830792959,10,2,5
lens system,1,4.181818181818182,1.2504544628399563,11,1,5
lenticular image,3,3.8181818181818183,1.662418829187267,11,1,5
lentil plant,1,4.2727272727272725,0.9045340337332909,11,2,5
lentil soup,0,4.7,0.9486832980505138,10,2,5
leopard cannot change its spots,0,2,1.3333333333333333,10,1,5
leopard cat,0,4.545454545454546,0.8201995322647244,11,3,5
leper colony,1,2.8,1.7511900715418263,10,1,5
less and less,0,2.090909090909091,1.1361818036340359,11,1,4
less developed country,1,2.3636363636363638,1.2862913567871994,11,1,4
less is more,1,1.6,0.9660917830792959,10,1,4
less than,0,2.9,1.449137674618944,10,1,5
less than three,0,2.4,1.6465452046971292,10,1,5
lesser ape,3,3.1,1.3703203194062976,10,2,5
lesser evilism,2,2.1,1.66332999331662,10,1,5
lesser lights,2,3.2,1.3165611772087666,10,1,5
lesser of two evils,1,1.4,0.699205898780101,10,1,3
lesser panda,4,2.8,1.1352924243950935,10,1,5
lesser yellow trefoil,8,3.5833333333333335,1.5642792899510294,12,1,5
let a thousand flowers bloom,2,1.6,1.2649110640673518,10,1,5
let alone,1,2.1,0.9944289260117533,10,1,4
let be,1,2.3,1.0593499054713802,10,1,4
let bygones be bygones,2,1.9,1.449137674618944,10,1,5
let down,0,2.9,1.3703203194062976,10,1,5
let drive,2,1.7,1.0593499054713802,10,1,4
let drop,3,2.1818181818181817,1.1677484162422844,11,1,5
let fly,0,2.2,1.5491933384829668,10,1,4
let freedom ring,0,1.5,0.7071067811865476,10,1,3
let george do it,4,1.9,1.1005049346146119,10,1,4
let go,0,2.909090909090909,1.6403990645294488,11,1,5
let go and let god,0,2.5454545454545454,1.4396969378057567,11,1,5
let go of,0,2,1.247219128924647,10,1,4
let her rip,0,1.2,0.4216370213557839,10,1,2
let him that is without sin cast the first stone,1,2.5,1.509230856356236,10,1,5
let him who is without sin cast the first stone,0,1.8,1.0327955589886444,10,1,4
let in,0,2.9,1.3703203194062976,10,1,5
let in for,0,1.9,1.449137674618944,10,1,5
let in on,0,1.8181818181818181,1.2504544628399563,11,1,5
let into,0,2.1818181818181817,1.2504544628399563,11,1,5
let it all hang out,0,1.5454545454545454,1.0357254813546264,11,1,4
let it be,0,2.3,1.1595018087284057,10,1,4
let it go,1,2.9,1.3703203194062976,10,1,5
let it go to your head,0,1.4545454545454546,0.9341987329938275,11,1,4
let it ride,0,2,1.1547005383792515,10,1,4
let know,1,2.5,1.6499158227686108,10,1,5
let loose,0,1.9,1.1005049346146119,10,1,4
let me bounce this off you,0,1.9090909090909092,1.6403990645294488,11,1,5
let me have it,0,2.4,1.2649110640673518,10,1,5
let me see,0,2.5,1.1785113019775793,10,1,4
let nature take its course,0,2.1,1.1972189997378648,10,1,4
let not poor nelly starve,3,1.8,0.7888106377466155,10,1,3
let not the sun go down on your wrath,0,1.9,1.286683937707919,10,1,4
"let not the sun go down upon one's wrath, neither give place to the devil",6,1.4166666666666667,1.164500152881315,12,1,5
let off,1,1.4545454545454546,0.6875516509523286,11,1,3
let off steam,1,1.6,0.8432740427115678,10,1,3
let off with,2,2,1.0540925533894598,10,1,4
let on,0,2.1,1.1005049346146119,10,1,4
let on to,1,2.9,1.5951314818673865,10,1,5
let one,1,1.7,0.8232726023485646,10,1,3
let one's hair down,0,2.9,1.5238839267549948,10,1,5
let oneself go,0,2.3,1.3374935098492586,10,1,5
let or hindrance,2,2.9,1.286683937707919,10,1,4
let out,0,3.272727272727273,1.4893561757289013,11,1,5
let rip,1,2.1,1.286683937707919,10,1,5
let sleeping dogs lie,0,1.9,1.3703203194062976,10,1,5
let slip,1,2.3636363636363638,1.2060453783110545,11,1,5
let slip through fingers,1,2.272727272727273,0.9045340337332909,11,1,4
let slip through one's fingers,0,1.8,1.3165611772087666,10,1,5
let someone down,0,2.909090909090909,1.513574937328539,11,1,5
let someone go,0,2.5,1.7795130420052185,10,1,5
let someone have it,0,1.7272727272727273,0.9045340337332909,11,1,4
let someone in on,0,1.4,0.699205898780101,10,1,3
let someone know,0,3.1,1.5238839267549948,10,1,5
let someone off the hook,1,1.5454545454545454,1.0357254813546264,11,1,4
let something ride,1,1.7,1.3374935098492586,10,1,5
let something slide,0,2,1.2649110640673518,11,1,4
let the buyer beware,0,1.7,1.0593499054713802,10,1,4
let the cat out of the bag,0,1.5,0.7071067811865476,10,1,3
let the chips fall where they may,0,2.1818181818181817,1.2504544628399563,11,1,4
let the cougar loose,0,1.6,0.8432740427115678,10,1,3
let the dead bury the dead,1,1.7,1.0593499054713802,10,1,4
let the dog see the rabbit,2,1.8,1.0327955589886444,10,1,4
let the good times roll,2,1.631578947368421,0.8306975860878396,19,1,4
let the grass grow under one's feet,0,1.6,1.3498971154211057,10,1,5
let the perfect be the enemy of the good,3,1.5,0.7071067811865476,10,1,3
let the punishment fit the crime,0,1.6,1.2649110640673518,10,1,5
let them eat cake,0,2.3,1.4181364924121764,10,1,5
let there be light,1,1.9,1.286683937707919,10,1,4
let this chance go by,0,1.8,1.4757295747452437,10,1,5
let up,0,1.8,1.0327955589886444,10,1,4
let well alone,4,2,1.0540925533894598,10,1,4
let well enough alone,0,1.8,1.3165611772087666,10,1,5
let you down,0,1.9473684210526316,1.1290942392774796,19,1,4
let you have it,0,2.2,1.4757295747452437,10,1,5
let your hair down,0,3.1,1.66332999331662,10,1,5
let yourself go,0,1.4,0.699205898780101,10,1,3
let-down,0,2.5454545454545454,1.694912172570388,11,1,5
let's get this show on the road,0,2.7,1.766981104093143,10,1,5
let's go,1,2.769230769230769,1.4806443503784736,13,1,5
let's not and say we did,2,2,1.3416407864998738,11,1,5
let's rewind,0,2.7,1.5670212364724212,10,1,5
let's roll,1,3,1.4142135623730951,11,1,5
let's see,0,2.5,1.2692955176439846,10,1,4
lethal agent,1,3.7,1.2516655570345725,10,1,5
lethal dose,0,3.7,1.1595018087284057,10,1,5
lethal injection,1,4.2,0.9189365834726815,10,2,5
letter bomb,2,3.6,1.429840705968481,10,1,5
letter box,0,4.8,0.4216370213557839,10,4,5
letter carrier,0,4.2,1.4757295747452437,10,1,5
letter case,3,3.7222222222222223,1.564516672426553,18,1,5
letter file,0,4.1,0.9944289260117533,10,3,5
letter of agreement,0,3.9,1.1972189997378648,10,2,5
letter of comfort,2,2.272727272727273,1.555050423035156,11,1,5
letter of credit,0,4.1,1.286683937707919,10,1,5
letter of intent,0,2.272727272727273,1.009049958219026,11,1,4
letter of recommendation,0,3.9,1.1972189997378648,10,1,5
letter of the alphabet,0,3.9,1.66332999331662,10,1,5
letter opener,0,4.7,0.9486832980505138,10,2,5
letter paper,1,4.3,0.8232726023485646,10,3,5
letter patent,6,3.4545454545454546,1.4396969378057567,11,1,5
letter security,10,3.25,1.2382783747337807,16,1,5
letter telegram,1,4.3,1.0593499054713802,10,2,5
letter writer,0,4.3,0.6749485577105528,10,3,5
letter-size,0,4.5,0.5270462766947299,10,4,5
letterman jacket,0,3.9,0.7378647873726218,10,3,5
letters after one's name,2,2.727272727272727,1.348399724926484,11,1,5
letters of administration,3,3.6,1.3498971154211057,10,1,5
letterset printing,2,3.7,1.5670212364724212,10,1,5
letting down,0,2.3,1.4181364924121764,10,1,5
lettuce spinner,0,4.6,0.699205898780101,10,3,5
leucoturic acid,5,4.357142857142857,0.9287827316640651,14,2,5
level against,2,1.8181818181818181,0.6030226891555273,11,1,3
level arch file,10,3.6666666666666665,1.4474937289114918,15,1,5
level at,2,2.2,1.3165611772087666,10,1,5
level best,2,1.6,0.9660917830792959,10,1,4
level cap,2,2.6,1.429840705968481,10,1,5
level crossing,1,3.7,1.3374935098492586,10,2,5
level down,0,1.6,1.0749676997731399,10,1,4
level headed,0,2.3,1.3374935098492586,10,1,5
level junction,3,3.3,1.888562063228706,10,1,5
level off,0,2.5454545454545454,1.1281521496355325,11,1,5
level out,0,2,1.4142135623730951,10,1,5
level pegging,5,2.3,1.0593499054713802,10,1,4
level playing field,0,2.4,1.505545305418162,10,1,5
level playing-field,0,2,0.9428090415820634,10,1,3
level the playing field,0,2.6363636363636362,1.433368568981982,11,1,5
level up,0,2.7,1.4944341180973264,10,1,5
level with,0,2.272727272727273,1.1908743922772957,11,1,4
level with you,0,1.6,1.0749676997731399,10,1,4
level-headed,0,2.8,1.2292725943057183,10,1,5
lever lock,1,4.363636363636363,1.2060453783110545,11,2,5
lever scale,0,4.3,1.0593499054713802,10,2,5
lever tumbler,5,3.1,1.3703203194062976,10,1,5
leveraged buyout,15,3.642857142857143,1.3926810257774174,14,1,5
levomefolic acid,3,4.4,1.2649110640673518,10,1,5
levulinic acid,2,4.5,0.7071067811865476,10,3,5
lexical meaning,3,2.8,1.398411797560202,10,1,5
lexical unit,7,3.2,1.6193277068654826,10,1,5
ley line,11,3.25,1.6025547785276542,12,1,5
leyden jar,7,3.7,1.4944341180973264,10,2,5
liability claim,0,2.5,1.509230856356236,10,1,5
liability insurance,0,2.2,1.2292725943057183,10,1,5
liaison officer,1,4,1.4142135623730951,10,1,5
liar liar pants on fire,0,1.7,0.9486832980505138,10,1,3
liberal arts,0,2.6,1.429840705968481,10,1,5
liberal democrat,1,2.764705882352941,1.6019289842524966,17,1,5
liberal democrat party,0,3.5454545454545454,1.2135597524338357,11,1,5
liberal party,1,3.3636363636363638,1.1200649331826502,11,1,5
liberation theology,5,2.1818181818181817,1.4012980994907414,11,1,5
liberty bell,1,4.545454545454546,0.6875516509523286,11,3,5
liberty cap,7,2.9,1.5238839267549948,10,1,5
liberty spike,5,2,1.5374122295716148,12,1,5
library card,0,4,1.4907119849998598,10,1,5
library catalog,0,4.5,0.8498365855987975,10,3,5
library catalogue,3,4.2727272727272725,1.1908743922772957,11,1,5
library employee,0,4.7,0.48304589153964794,10,4,5
library fine,0,3.5454545454545454,1.572490786213793,11,1,5
library of congress,0,4.3,1.2516655570345725,10,2,5
library paste,1,3.5,1.7795130420052185,10,1,5
library program,0,3.909090909090909,1.2210278829367867,11,1,5
library staff,0,4.3,1.2516655570345725,10,1,5
licence plate,0,4.818181818181818,0.6030226891555273,11,3,5
license agreement,1,3.7,0.9486832980505138,10,2,5
license fee,0,3.6,1.505545305418162,10,1,5
license number,0,4.909090909090909,0.30151134457776363,11,4,5
license plate,0,4.5,0.8498365855987975,10,3,5
license renewal,0,3.5454545454545454,1.2135597524338357,11,1,5
license to print money,0,3.1818181818181817,1.7786613965666325,11,1,5
licensed practical nurse,1,4.363636363636363,0.8090398349558905,11,3,5
licensing fee,0,3.6,1.505545305418162,10,1,5
licensing hours,1,2.8181818181818183,1.6011359603844901,11,1,5
licensing law,0,3.8,1.3165611772087666,10,1,5
lick and a promise,5,2.7,1.3374935098492586,10,1,5
lick her wounds,0,1.4,0.5163977794943222,10,1,2
lick his wounds,0,2.272727272727273,1.4206272622267313,11,1,5
lick into shape,1,1.5454545454545454,1.2933395813657265,11,1,5
lick my wounds,0,1.9,1.1005049346146119,10,1,4
lick one's chops,0,1.5,0.8498365855987975,10,1,3
lick one's wounds,0,1.9,0.9944289260117533,10,1,4
lick out,3,2.3,1.4944341180973264,10,1,5
lick somebody's boots,0,2,1.4142135623730951,10,1,5
lick someone's boots,1,2,1.3333333333333333,10,1,5
lick the pants off,2,1.8,1.4757295747452437,10,1,5
lick their wounds,0,2.2,1.398411797560202,10,1,5
lick your lips,1,3.6,1.837873166945363,10,1,5
lick your wounds,1,3.090909090909091,1.5782614139961386,11,1,5
lickety split,4,1.5,0.97182531580755,10,1,4
lickety-split,2,2.6,1.7126976771553504,10,1,5
licky-licky,8,2.4,1.2649110640673518,10,1,5
licorice extract,0,4.454545454545454,0.6875516509523286,11,3,5
licorice stick,0,4.538461538461538,0.7762500258061847,13,3,5
lido deck,14,4,1.1952286093343936,15,1,5
lie about,0,3.1,1.8529256146249728,10,1,5
lie ahead,0,2.1818181818181817,1.2504544628399563,11,1,4
lie around,0,3.2,1.3165611772087666,10,1,5
lie awake,0,3.909090909090909,1.300349603340998,11,1,5
lie back,1,3.3636363636363638,1.3618169680781094,11,1,5
lie before,2,1.9090909090909092,0.8312094145936335,11,1,3
lie behind,1,3,1.5634719199411433,10,1,5
lie detection,0,2.9,1.5951314818673865,10,1,5
lie detector,0,3.8181818181818183,1.2504544628399563,11,1,5
lie dormant,3,2.1,1.286683937707919,10,1,4
lie down,1,3.5,1.5811388300841898,10,1,5
lie down on the job,0,2.2,0.7888106377466155,10,1,4
lie in,1,2.6,1.429840705968481,10,1,5
lie in wait,1,2.5,1.3165611772087666,16,1,5
lie like a dog,1,2.2,1.6193277068654826,10,1,5
